"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 14 11:19:48 GMT 2021","Wed Apr 14 11:19:48 GMT 2021","44","API","Allowed methods tests","","","","test_methods[cluster-type_GET_positive]","
    Test allowed methods
    Generate request and response pairs depending on allowed and not allowed methods
    for all api endpoints
    "
"failed","Wed Apr 14 11:20:10 GMT 2021","Wed Apr 14 11:20:10 GMT 2021","69","API","Body tests","POST","","","test_post_body_positive[file-system_POST_positive_All fields with special valid values1]","
    Positive cases of request body testing
    Includes sets of correct field values - boundary values, nullable and required if possible.
    "
"failed","Wed Apr 14 11:20:32 GMT 2021","Wed Apr 14 11:20:32 GMT 2021","85","API","Body tests","POST","","","test_post_body_negative[file-system_POST_negative_Drop fields with Required=True]","
    Negative cases of request body testing
    Includes sets of invalid field values - out of boundary values,
    nullable and required if not possible, fields with incorrect types etc.
    "
"failed","Wed Apr 14 11:20:37 GMT 2021","Wed Apr 14 11:20:37 GMT 2021","0","API","Body tests","POST","","","test_post_body_negative[restore_POST_negative_Invalid field types and values]","
    Negative cases of request body testing
    Includes sets of invalid field values - out of boundary values,
    nullable and required if not possible, fields with incorrect types etc.
    "
"failed","Wed Apr 14 11:20:14 GMT 2021","Wed Apr 14 11:20:14 GMT 2021","0","API","Body tests","POST","","","test_post_body_positive[connection_POST_positive_All fields with special valid values0]","
    Positive cases of request body testing
    Includes sets of correct field values - boundary values, nullable and required if possible.
    "
"failed","Wed Apr 14 11:19:51 GMT 2021","Wed Apr 14 11:19:51 GMT 2021","0","API","Allowed methods tests","","","","test_methods[file-system_GET_positive]","
    Test allowed methods
    Generate request and response pairs depending on allowed and not allowed methods
    for all api endpoints
    "
"passed","Wed Apr 14 11:19:54 GMT 2021","Wed Apr 14 11:19:54 GMT 2021","48","API","Allowed methods tests","","","","test_methods[fs-type_GET_positive]","
    Test allowed methods
    Generate request and response pairs depending on allowed and not allowed methods
    for all api endpoints
    "
"passed","Wed Apr 14 11:20:30 GMT 2021","Wed Apr 14 11:20:30 GMT 2021","118","API","Body tests","POST","","","test_post_body_negative[cluster_POST_negative_Drop fields with Required=True]","
    Negative cases of request body testing
    Includes sets of invalid field values - out of boundary values,
    nullable and required if not possible, fields with incorrect types etc.
    "
"failed","Wed Apr 14 11:20:35 GMT 2021","Wed Apr 14 11:20:35 GMT 2021","0","API","Body tests","POST","","","test_post_body_negative[backup_POST_negative_Invalid field types and values]","
    Negative cases of request body testing
    Includes sets of invalid field values - out of boundary values,
    nullable and required if not possible, fields with incorrect types etc.
    "
"failed","Wed Apr 14 11:20:24 GMT 2021","Wed Apr 14 11:20:24 GMT 2021","0","API","Body tests","POST","","","test_post_body_positive[restore_POST_positive_All fields with special valid values0]","
    Positive cases of request body testing
    Includes sets of correct field values - boundary values, nullable and required if possible.
    "
"failed","Wed Apr 14 11:20:17 GMT 2021","Wed Apr 14 11:20:17 GMT 2021","0","API","Body tests","POST","","","test_post_body_positive[connection_POST_positive_All fields with special valid values1]","
    Positive cases of request body testing
    Includes sets of correct field values - boundary values, nullable and required if possible.
    "
"failed","Wed Apr 14 11:20:06 GMT 2021","Wed Apr 14 11:20:06 GMT 2021","0","API","Allowed methods tests","","","","test_methods[backup_LIST_positive]","
    Test allowed methods
    Generate request and response pairs depending on allowed and not allowed methods
    for all api endpoints
    "
"failed","Wed Apr 14 11:19:59 GMT 2021","Wed Apr 14 11:19:59 GMT 2021","0","API","Allowed methods tests","","","","test_methods[connection_LIST_positive]","
    Test allowed methods
    Generate request and response pairs depending on allowed and not allowed methods
    for all api endpoints
    "
"passed","Wed Apr 14 11:20:01 GMT 2021","Wed Apr 14 11:20:01 GMT 2021","53","API","Body tests","POST","","","test_post_body_positive[cluster_POST_positive_All fields with special valid values0]","
    Positive cases of request body testing
    Includes sets of correct field values - boundary values, nullable and required if possible.
    "
"failed","Wed Apr 14 11:19:54 GMT 2021","Wed Apr 14 11:19:54 GMT 2021","66","API","Allowed methods tests","","","","test_methods[file-system_POST_positive]","
    Test allowed methods
    Generate request and response pairs depending on allowed and not allowed methods
    for all api endpoints
    "
"failed","Wed Apr 14 11:20:10 GMT 2021","Wed Apr 14 11:20:10 GMT 2021","0","API","Allowed methods tests","","","","test_methods[restore_GET_positive]","
    Test allowed methods
    Generate request and response pairs depending on allowed and not allowed methods
    for all api endpoints
    "
"failed","Wed Apr 14 11:20:24 GMT 2021","Wed Apr 14 11:20:24 GMT 2021","0","API","Body tests","POST","","","test_post_body_positive[restore_POST_positive_All fields with special valid values1]","
    Positive cases of request body testing
    Includes sets of correct field values - boundary values, nullable and required if possible.
    "
"failed","Wed Apr 14 11:20:01 GMT 2021","Wed Apr 14 11:20:01 GMT 2021","0","API","Allowed methods tests","","","","test_methods[connection_POST_positive]","
    Test allowed methods
    Generate request and response pairs depending on allowed and not allowed methods
    for all api endpoints
    "
"failed","Wed Apr 14 11:19:50 GMT 2021","Wed Apr 14 11:19:50 GMT 2021","0","API","Allowed methods tests","","","","test_methods[file-system_LIST_positive]","
    Test allowed methods
    Generate request and response pairs depending on allowed and not allowed methods
    for all api endpoints
    "
"passed","Wed Apr 14 11:19:46 GMT 2021","Wed Apr 14 11:19:46 GMT 2021","43","API","Allowed methods tests","","","","test_methods[cluster_GET_positive]","
    Test allowed methods
    Generate request and response pairs depending on allowed and not allowed methods
    for all api endpoints
    "
"failed","Wed Apr 14 11:20:34 GMT 2021","Wed Apr 14 11:20:34 GMT 2021","0","API","Body tests","POST","","","test_post_body_negative[backup_POST_negative_Drop fields with Required=True]","
    Negative cases of request body testing
    Includes sets of invalid field values - out of boundary values,
    nullable and required if not possible, fields with incorrect types etc.
    "
"failed","Wed Apr 14 11:20:26 GMT 2021","Wed Apr 14 11:20:26 GMT 2021","0","API","Body tests","POST","","","test_post_body_positive[restore_POST_positive_All fields with special valid values3]","
    Positive cases of request body testing
    Includes sets of correct field values - boundary values, nullable and required if possible.
    "
"passed","Wed Apr 14 11:19:48 GMT 2021","Wed Apr 14 11:19:48 GMT 2021","50","API","Allowed methods tests","","","","test_methods[cluster_POST_positive]","
    Test allowed methods
    Generate request and response pairs depending on allowed and not allowed methods
    for all api endpoints
    "
"passed","Wed Apr 14 11:19:46 GMT 2021","Wed Apr 14 11:19:46 GMT 2021","43","API","Allowed methods tests","","","","test_methods[cluster_LIST_positive]","
    Test allowed methods
    Generate request and response pairs depending on allowed and not allowed methods
    for all api endpoints
    "
