"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 06 09:48:02 GMT 2021","Tue Apr 06 09:48:02 GMT 2021","0","tests.app","test_dummy","","","","test_pass",""
